Image,image_url,@Occasion,@Age Group,@Recommended Body shape,@Recommended size,@Skin tone,Clothing Type,Fit,Fabric,Color_family,Style,Description,Quality_Tag,Score,Prompt
train_image/img045.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718462/training_image/46.png,Wedding,18-25,"Pear Shape, Apple Shape, Rectangle","S, M, L, XL","Medium, Dusky",sharara_set,relaxed,chiffon,jewel,Traditional Luxury,"Relaxed chiffon sharara set with light zari work and breezy pants made for mehendi comfort. Crafted in chiffon with a relaxed profile and a jewel palette suited for Wedding moments across India. Fits Pear Shape, Apple Shape, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 18-25 years.",,0.352,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Relaxed chiffon sharara set with light zari work and breezy pants made for mehendi comfort. Crafted in chiffon with a relaxed profile and a jewel palette suited for Wedding moments across India. Fits Pear Shape, Apple Shape, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes S, M, L, XL. Age guidance: 18-25 years. Background: lush monsoon garden with stone path."
train_image/img046.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718461/training_image/47.png,Resort,51+,"Apple Shape, Rectangle, Pear Shape","S, M, L","Light, Medium, Dusky",kaftan,relaxed,silk,neutral,Minimal Luxury,"Silk kaftan with side slits and tassel tie, made for spa days and poolside ease. Crafted in silk with a relaxed profile and a neutral palette suited for Resort moments across India. Fits Apple Shape, Rectangle, Pear Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L. Age guidance: 51+ years.",,0.139,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Silk kaftan with side slits and tassel tie, made for spa days and poolside ease. Crafted in silk with a relaxed profile and a neutral palette suited for Resort moments across India. Fits Apple Shape, Rectangle, Pear Shape bodies, complements Light, Medium, Dusky skin tones, and is available in sizes S, M, L. Age guidance: 51+ years. Background: minimalist studio with warm lighting."
train_image/img047.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718460/training_image/48.png,Wedding,36-50,"Hourglass, Inverted Triangle","M, L, XL","Medium, Dusky, Deep",gown,structured,velvet,neutral,Couture,"Velvet evening gown with corseted bodice and sweeping skirt suited for receptions. Crafted in velvet with a structured profile and a neutral palette suited for Wedding moments across India. Fits Hourglass, Inverted Triangle bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL. Age guidance: 36-50 years.",,0.868,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Velvet evening gown with corseted bodice and sweeping skirt suited for receptions. Crafted in velvet with a structured profile and a neutral palette suited for Wedding moments across India. Fits Hourglass, Inverted Triangle bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL. Age guidance: 36-50 years. Background: luxury hotel lobby with marble floor."
train_image/img048.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718458/training_image/49.png,Wedding,26-35,"Hourglass, Inverted Triangle","M, L, XL","Medium, Dusky, Deep",gown,structured,velvet,black,Couture,"Velvet evening gown with corseted bodice and sweeping skirt suited for receptions. Crafted in velvet with a structured profile and a black palette suited for Wedding moments across India. Fits Hourglass, Inverted Triangle bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL. Age guidance: 26-35 years.",,0.861,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Velvet evening gown with corseted bodice and sweeping skirt suited for receptions. Crafted in velvet with a structured profile and a black palette suited for Wedding moments across India. Fits Hourglass, Inverted Triangle bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL. Age guidance: 26-35 years. Background: old city street with pastel walls."
train_image/img049.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718457/training_image/50.png,Wedding,36-50,"Hourglass, Pear Shape","M, L, XL, XXL","Medium, Dusky, Deep",lehenga_set,structured,silk,pastel,Traditional Luxury,"Structured silk lehenga set with a supportive blouse and ample flare suited to sangeet and pheras. Crafted in silk with a structured profile and a pastel palette suited for Wedding moments across India. Fits Hourglass, Pear Shape bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL, XXL. Age guidance: 36-50 years.",,0.855,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Structured silk lehenga set with a supportive blouse and ample flare suited to sangeet and pheras. Crafted in silk with a structured profile and a pastel palette suited for Wedding moments across India. Fits Hourglass, Pear Shape bodies, complements Medium, Dusky, Deep skin tones, and is available in sizes M, L, XL, XXL. Age guidance: 36-50 years. Background: resort poolside deck with cabanas."
train_image/img050.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718456/training_image/51.png,Party,13-17,"Inverted Triangle, Rectangle","S, M, L","Medium, Dusky",fusion_gown,structured,satin,metallic,Couture,"Structured satin fusion gown with modern drape lines tailored for Indian cocktail nights. Crafted in satin with a structured profile and a metallic palette suited for Party moments across India. Fits Inverted Triangle, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes S, M, L. Age guidance: 13-17 years.",,0.668,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: Structured satin fusion gown with modern drape lines tailored for Indian cocktail nights. Crafted in satin with a structured profile and a metallic palette suited for Party moments across India. Fits Inverted Triangle, Rectangle bodies, complements Medium, Dusky skin tones, and is available in sizes S, M, L. Age guidance: 13-17 years. Background: art gallery interior with soft spotlights."
train_image/1.png,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718454/training_image/52.png,Party,18-25,Rectangle,S,Light,mini_dress,flowing,satin,metallic,Elegant,"A vibrant red satin mini dress with a softly structured bodice and flared hemline that adds volume to a straight silhouette, paired with subtle shimmer heels to create a youthful and energetic party look that feels confident yet playful. Tailored with a flowing fit in satin fabric and a metallic palette for Party occasions. Fits Rectangle shapes, complements Light skin tones, and comes in sizes S. Age guidance: 18-25 years.",,0.435,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A vibrant red satin mini dress with a softly structured bodice and flared hemline that adds volume to a straight silhouette, paired with subtle shimmer heels to create a youthful and energetic party look that feels confident yet playful. Tailored with a flowing fit in satin fabric and a metallic palette for Party occasions. Fits Rectangle shapes, complements Light skin tones, and comes in sizes S. Age guidance: 18-25 years. Background: heritage haveli courtyard at dusk."
train_image/2.png,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718453/training_image/53.png,Party,26-35,Pear Shape,M,Medium,gown,flowing,satin,jewel,Elegant,"An emerald green evening gown crafted in smooth satin with a fitted upper body and a flowing A-line skirt that balances wider hips beautifully, creating a flattering and elegant presence ideal for upscale celebrations. Tailored with a flowing fit in satin fabric and a jewel palette for Party occasions. Fits Pear Shape shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 26-35 years.",,0.481,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: An emerald green evening gown crafted in smooth satin with a fitted upper body and a flowing A-line skirt that balances wider hips beautifully, creating a flattering and elegant presence ideal for upscale celebrations. Tailored with a flowing fit in satin fabric and a jewel palette for Party occasions. Fits Pear Shape shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 26-35 years. Background: modern Mumbai rooftop lounge at night."
train_image/3.png,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718451/training_image/54.png,Formal,26-35,Apple Shape,L,Dusky,blazer_dress,structured,silk,jewel,Elegant,"A navy blue tailored blazer dress with clean vertical lines and a softly cinched waist that adds definition while maintaining comfort, offering a polished and authoritative style perfect for formal business dinners. Tailored with a structured fit in silk fabric and a jewel palette for Formal occasions. Fits Apple Shape shapes, complements Dusky skin tones, and comes in sizes L. Age guidance: 26-35 years.",,0.455,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A navy blue tailored blazer dress with clean vertical lines and a softly cinched waist that adds definition while maintaining comfort, offering a polished and authoritative style perfect for formal business dinners. Tailored with a structured fit in silk fabric and a jewel palette for Formal occasions. Fits Apple Shape shapes, complements Dusky skin tones, and comes in sizes L. Age guidance: 26-35 years. Background: sunlit Jaipur palace corridor."
train_image/4.png,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718450/training_image/55.png,Party,26-35,Hourglass,M,Light,bodycon_dress,slim,silk,black,Elegant,"A classic black bodycon dress featuring a sweetheart neckline and subtle side slit that highlights natural curves gracefully, styled with minimal accessories for a timeless and confident party-ready appearance. Tailored with a slim fit in silk fabric and a black palette for Party occasions. Fits Hourglass shapes, complements Light skin tones, and comes in sizes M. Age guidance: 26-35 years.",,0.397,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A classic black bodycon dress featuring a sweetheart neckline and subtle side slit that highlights natural curves gracefully, styled with minimal accessories for a timeless and confident party-ready appearance. Tailored with a slim fit in silk fabric and a black palette for Party occasions. Fits Hourglass shapes, complements Light skin tones, and comes in sizes M. Age guidance: 26-35 years. Background: Goan beach promenade at sunset."
train_image/5.png,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718449/training_image/56.png,Casual luxury,26-35,Rectangle,S,Medium,co_ord_set,relaxed,linen,pastel,Minimal Luxury,"A pastel floral co-ord set made from breathable cotton-blend fabric, designed with a cropped top and high-waisted skirt that adds shape and softness to a straight body frame for relaxed yet refined daytime outings. Tailored with a relaxed fit in linen fabric and a pastel palette for Casual luxury occasions. Fits Rectangle shapes, complements Medium skin tones, and comes in sizes S. Age guidance: 26-35 years.",,0.113,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A pastel floral co-ord set made from breathable cotton-blend fabric, designed with a cropped top and high-waisted skirt that adds shape and softness to a straight body frame for relaxed yet refined daytime outings. Tailored with a relaxed fit in linen fabric and a pastel palette for Casual luxury occasions. Fits Rectangle shapes, complements Medium skin tones, and comes in sizes S. Age guidance: 26-35 years. Background: lush monsoon garden with stone path."
train_image/6.png,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718448/training_image/57.png,Casual luxury,18-25,Pear Shape,M,Light,dress,relaxed,silk,neutral,Minimal Luxury,"A soft blush wrap dress with delicate pleats around the waist that accentuates the upper body while allowing the skirt to flow gently over the hips, creating a feminine and airy brunch-ready look. Tailored with a relaxed fit in silk fabric and a neutral palette for Casual luxury occasions. Fits Pear Shape shapes, complements Light skin tones, and comes in sizes M. Age guidance: 18-25 years.",,0.21,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A soft blush wrap dress with delicate pleats around the waist that accentuates the upper body while allowing the skirt to flow gently over the hips, creating a feminine and airy brunch-ready look. Tailored with a relaxed fit in silk fabric and a neutral palette for Casual luxury occasions. Fits Pear Shape shapes, complements Light skin tones, and comes in sizes M. Age guidance: 18-25 years. Background: minimalist studio with warm lighting."
train_image/7.png,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718446/training_image/58.png,Formal,36-50,Apple Shape,L,Deep,dress,structured,silk,neutral,Elegant,"A charcoal grey power suit with a longline blazer and straight-leg trousers that elongate the frame and create a streamlined silhouette, offering both confidence and comfort for professional evening events. Tailored with a structured fit in silk fabric and a neutral palette for Formal occasions. Fits Apple Shape shapes, complements Deep skin tones, and comes in sizes L. Age guidance: 36-50 years.",,0.384,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A charcoal grey power suit with a longline blazer and straight-leg trousers that elongate the frame and create a streamlined silhouette, offering both confidence and comfort for professional evening events. Tailored with a structured fit in silk fabric and a neutral palette for Formal occasions. Fits Apple Shape shapes, complements Deep skin tones, and comes in sizes L. Age guidance: 36-50 years. Background: luxury hotel lobby with marble floor."
train_image/8.png,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718445/training_image/59.png,Party,26-35,Hourglass,M,Medium,mini_dress,structured,silk,metallic,Elegant,"A shimmering gold sequin mini dress designed with a tailored waist and soft stretch fabric that hugs natural curves effortlessly, making it a bold yet tasteful choice for glamorous night parties. Tailored with a structured fit in silk fabric and a metallic palette for Party occasions. Fits Hourglass shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 26-35 years.",,0.661,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A shimmering gold sequin mini dress designed with a tailored waist and soft stretch fabric that hugs natural curves effortlessly, making it a bold yet tasteful choice for glamorous night parties. Tailored with a structured fit in silk fabric and a metallic palette for Party occasions. Fits Hourglass shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 26-35 years. Background: old city street with pastel walls."
train_image/9.png,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718443/training_image/60.png,Formal,36-50,Rectangle,L,Dusky,kurta_set,structured,silk,jewel,Elegant,"An ivory kurta set paired with straight-fit pants and subtle thread embroidery that adds texture without bulk, creating a graceful and dignified outfit for formal daytime occasions. Tailored with a structured fit in silk fabric and a jewel palette for Formal occasions. Fits Rectangle shapes, complements Dusky skin tones, and comes in sizes L. Age guidance: 36-50 years.",,0.377,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: An ivory kurta set paired with straight-fit pants and subtle thread embroidery that adds texture without bulk, creating a graceful and dignified outfit for formal daytime occasions. Tailored with a structured fit in silk fabric and a jewel palette for Formal occasions. Fits Rectangle shapes, complements Dusky skin tones, and comes in sizes L. Age guidance: 36-50 years. Background: resort poolside deck with cabanas."
train_image/10.png,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718442/training_image/61.png,Party,18-25,Pear Shape,S,Light,dress,flowing,silk,jewel,Elegant,"A sky-blue off-shoulder skater dress with a fitted bodice and flared skirt that highlights the waist and balances wider hips, giving a fun, youthful, and charming party appearance. Tailored with a flowing fit in silk fabric and a jewel palette for Party occasions. Fits Pear Shape shapes, complements Light skin tones, and comes in sizes S. Age guidance: 18-25 years.",,0.577,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A sky-blue off-shoulder skater dress with a fitted bodice and flared skirt that highlights the waist and balances wider hips, giving a fun, youthful, and charming party appearance. Tailored with a flowing fit in silk fabric and a jewel palette for Party occasions. Fits Pear Shape shapes, complements Light skin tones, and comes in sizes S. Age guidance: 18-25 years. Background: art gallery interior with soft spotlights."
train_image/img_011.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718441/training_image/62.png,Formal,26-35,Hourglass,M,Medium,shift_dress,slim,silk,jewel,Elegant,"A maroon sheath dress with a knee-length hem and clean neckline that offers a refined silhouette, paired with classic pumps to deliver an elegant and composed look for formal gatherings. Tailored with a slim fit in silk fabric and a jewel palette for Formal occasions. Fits Hourglass shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 26-35 years.",,0.416,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A maroon sheath dress with a knee-length hem and clean neckline that offers a refined silhouette, paired with classic pumps to deliver an elegant and composed look for formal gatherings. Tailored with a slim fit in silk fabric and a jewel palette for Formal occasions. Fits Hourglass shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 26-35 years. Background: heritage haveli courtyard at dusk."
train_image/img_012.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718440/training_image/63.png,Casual luxury,26-35,Apple Shape,L,Medium,dress,flowing,silk,neutral,Minimal Luxury,"A flowy maxi dress featuring an empire waist and soft abstract prints that draw attention upward while allowing ease around the midsection, creating a relaxed yet stylish weekend outfit. Tailored with a flowing fit in silk fabric and a neutral palette for Casual luxury occasions. Fits Apple Shape shapes, complements Medium skin tones, and comes in sizes L. Age guidance: 26-35 years.",,0.132,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A flowy maxi dress featuring an empire waist and soft abstract prints that draw attention upward while allowing ease around the midsection, creating a relaxed yet stylish weekend outfit. Tailored with a flowing fit in silk fabric and a neutral palette for Casual luxury occasions. Fits Apple Shape shapes, complements Medium skin tones, and comes in sizes L. Age guidance: 26-35 years. Background: modern Mumbai rooftop lounge at night."
train_image/img_013.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718438/training_image/64.png,Casual luxury,18-25,Rectangle,S,Light,jumpsuit,relaxed,linen,neutral,Minimal Luxury,"A crisp white linen jumpsuit with a belted waist and wide-leg cut that adds structure and volume to a straight body frame, delivering a modern and effortlessly chic daytime style. Tailored with a relaxed fit in linen fabric and a neutral palette for Casual luxury occasions. Fits Rectangle shapes, complements Light skin tones, and comes in sizes S. Age guidance: 18-25 years.",,0.19,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A crisp white linen jumpsuit with a belted waist and wide-leg cut that adds structure and volume to a straight body frame, delivering a modern and effortlessly chic daytime style. Tailored with a relaxed fit in linen fabric and a neutral palette for Casual luxury occasions. Fits Rectangle shapes, complements Light skin tones, and comes in sizes S. Age guidance: 18-25 years. Background: sunlit Jaipur palace corridor."
train_image/img_014.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718437/training_image/65.png,Formal,26-35,Pear Shape,M,Dusky,saree,structured,silk,jewel,Elegant,"A deep teal saree paired with a structured blouse that emphasizes the shoulders and neckline, allowing the drape to fall gracefully over the hips for a poised and confident formal look. Tailored with a structured fit in silk fabric and a jewel palette for Formal occasions. Fits Pear Shape shapes, complements Dusky skin tones, and comes in sizes M. Age guidance: 26-35 years.",,0.448,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A deep teal saree paired with a structured blouse that emphasizes the shoulders and neckline, allowing the drape to fall gracefully over the hips for a poised and confident formal look. Tailored with a structured fit in silk fabric and a jewel palette for Formal occasions. Fits Pear Shape shapes, complements Dusky skin tones, and comes in sizes M. Age guidance: 26-35 years. Background: Goan beach promenade at sunset."
train_image/img_015.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718436/training_image/66.png,Party,36-50,Hourglass,L,Deep,gown,slim,velvet,jewel,Elegant,"A rich wine-colored velvet gown with long sleeves and a defined waist that highlights curves beautifully, offering a luxurious and dramatic appearance for high-profile evening events. Tailored with a slim fit in velvet fabric and a jewel palette for Party occasions. Fits Hourglass shapes, complements Deep skin tones, and comes in sizes L. Age guidance: 36-50 years.",,0.629,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A rich wine-colored velvet gown with long sleeves and a defined waist that highlights curves beautifully, offering a luxurious and dramatic appearance for high-profile evening events. Tailored with a slim fit in velvet fabric and a jewel palette for Party occasions. Fits Hourglass shapes, complements Deep skin tones, and comes in sizes L. Age guidance: 36-50 years. Background: lush monsoon garden with stone path."
train_image/img_016.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718435/training_image/67.png,Party,18-25,Rectangle,S,Medium,dress,flowing,chiffon,neutral,Elegant,"A sunshine-yellow fit-and-flare dress made from soft georgette that adds movement and shape to a straight silhouette, creating a cheerful and vibrant party-ready outfit. Tailored with a flowing fit in chiffon fabric and a neutral palette for Party occasions. Fits Rectangle shapes, complements Medium skin tones, and comes in sizes S. Age guidance: 18-25 years.",,0.197,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A sunshine-yellow fit-and-flare dress made from soft georgette that adds movement and shape to a straight silhouette, creating a cheerful and vibrant party-ready outfit. Tailored with a flowing fit in chiffon fabric and a neutral palette for Party occasions. Fits Rectangle shapes, complements Medium skin tones, and comes in sizes S. Age guidance: 18-25 years. Background: minimalist studio with warm lighting."
train_image/img_017.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718434/training_image/68.png,Formal,26-35,Pear Shape,M,Light,dress,structured,silk,neutral,Elegant,"A grey midi dress with a softly cinched waist and gentle pleats that balance proportions and deliver a professional yet approachable look for office formals. Tailored with a structured fit in silk fabric and a neutral palette for Formal occasions. Fits Pear Shape shapes, complements Light skin tones, and comes in sizes M. Age guidance: 26-35 years.",,0.461,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A grey midi dress with a softly cinched waist and gentle pleats that balance proportions and deliver a professional yet approachable look for office formals. Tailored with a structured fit in silk fabric and a neutral palette for Formal occasions. Fits Pear Shape shapes, complements Light skin tones, and comes in sizes M. Age guidance: 26-35 years. Background: luxury hotel lobby with marble floor."
train_image/img_018.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718432/training_image/69.png,Casual luxury,36-50,Apple Shape,L,Dusky,dress,relaxed,silk,jewel,Minimal Luxury,"A relaxed tunic top paired with straight pants in breathable fabric that prioritizes comfort while maintaining a clean and classy aesthetic for sophisticated everyday wear. Tailored with a relaxed fit in silk fabric and a jewel palette for Casual luxury occasions. Fits Apple Shape shapes, complements Dusky skin tones, and comes in sizes L. Age guidance: 36-50 years.",,0.106,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A relaxed tunic top paired with straight pants in breathable fabric that prioritizes comfort while maintaining a clean and classy aesthetic for sophisticated everyday wear. Tailored with a relaxed fit in silk fabric and a jewel palette for Casual luxury occasions. Fits Apple Shape shapes, complements Dusky skin tones, and comes in sizes L. Age guidance: 36-50 years. Background: old city street with pastel walls."
train_image/img_019.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718431/training_image/70.png,Party,36-50,Hourglass,M,Medium,gown,flowing,silk,metallic,Elegant,"A royal blue off-shoulder gown with a flowing hemline and subtle shimmer that enhances natural curves and creates a striking, confident presence at evening parties. Tailored with a flowing fit in silk fabric and a metallic palette for Party occasions. Fits Hourglass shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 36-50 years.",,0.429,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A royal blue off-shoulder gown with a flowing hemline and subtle shimmer that enhances natural curves and creates a striking, confident presence at evening parties. Tailored with a flowing fit in silk fabric and a metallic palette for Party occasions. Fits Hourglass shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 36-50 years. Background: resort poolside deck with cabanas."
train_image/img_020.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718430/training_image/71.png,Formal,26-35,Rectangle,S,Light,blazer_dress,structured,silk,neutral,Elegant,"A beige blazer dress with sharp tailoring and minimal detailing that adds structure and polish, making it ideal for modern professional settings. Tailored with a structured fit in silk fabric and a neutral palette for Formal occasions. Fits Rectangle shapes, complements Light skin tones, and comes in sizes S. Age guidance: 26-35 years.",,0.468,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A beige blazer dress with sharp tailoring and minimal detailing that adds structure and polish, making it ideal for modern professional settings. Tailored with a structured fit in silk fabric and a neutral palette for Formal occasions. Fits Rectangle shapes, complements Light skin tones, and comes in sizes S. Age guidance: 26-35 years. Background: art gallery interior with soft spotlights."
train_image/img_021.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718429/training_image/72.png,Casual luxury,26-35,Pear Shape,M,Medium,dress,relaxed,silk,jewel,Minimal Luxury,"A printed wrap skirt paired with a fitted solid top that draws attention to the waist and upper body, creating a balanced and stylish outfit for relaxed social outings. Tailored with a relaxed fit in silk fabric and a jewel palette for Casual luxury occasions. Fits Pear Shape shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 26-35 years.",,0.119,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A printed wrap skirt paired with a fitted solid top that draws attention to the waist and upper body, creating a balanced and stylish outfit for relaxed social outings. Tailored with a relaxed fit in silk fabric and a jewel palette for Casual luxury occasions. Fits Pear Shape shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 26-35 years. Background: heritage haveli courtyard at dusk."
train_image/img_022.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718428/training_image/73.png,Formal,36-50,Apple Shape,L,Deep,anarkali,structured,silk,metallic,Elegant,"A dark green anarkali suit adorned with subtle gold accents that flows smoothly from the shoulders, offering elegance and comfort for formal cultural events. Tailored with a structured fit in silk fabric and a metallic palette for Formal occasions. Fits Apple Shape shapes, complements Deep skin tones, and comes in sizes L. Age guidance: 36-50 years.",,0.365,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A dark green anarkali suit adorned with subtle gold accents that flows smoothly from the shoulders, offering elegance and comfort for formal cultural events. Tailored with a structured fit in silk fabric and a metallic palette for Formal occasions. Fits Apple Shape shapes, complements Deep skin tones, and comes in sizes L. Age guidance: 36-50 years. Background: modern Mumbai rooftop lounge at night."
train_image/img_023.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718427/training_image/74.png,Party,18-25,Hourglass,S,Light,dress,slim,silk,metallic,Elegant,"A silver shimmer dress with a sleek fitted cut and delicate straps that enhances curves and brings a bold yet elegant statement to youthful party fashion. Tailored with a slim fit in silk fabric and a metallic palette for Party occasions. Fits Hourglass shapes, complements Light skin tones, and comes in sizes S. Age guidance: 18-25 years.",,0.603,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A silver shimmer dress with a sleek fitted cut and delicate straps that enhances curves and brings a bold yet elegant statement to youthful party fashion. Tailored with a slim fit in silk fabric and a metallic palette for Party occasions. Fits Hourglass shapes, complements Light skin tones, and comes in sizes S. Age guidance: 18-25 years. Background: sunlit Jaipur palace corridor."
train_image/img_024.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718425/training_image/75.png,Formal,26-35,Rectangle,M,Medium,dress,structured,silk,jewel,Elegant,"A powder-blue straight-fit kurti paired with cigarette pants that introduces gentle structure and clean lines, perfect for neat and composed professional wear. Tailored with a structured fit in silk fabric and a jewel palette for Formal occasions. Fits Rectangle shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 26-35 years.",,0.442,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A powder-blue straight-fit kurti paired with cigarette pants that introduces gentle structure and clean lines, perfect for neat and composed professional wear. Tailored with a structured fit in silk fabric and a jewel palette for Formal occasions. Fits Rectangle shapes, complements Medium skin tones, and comes in sizes M. Age guidance: 26-35 years. Background: Goan beach promenade at sunset."
train_image/img_025.jpg,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768718425/training_image/75.png,Casual luxury,36-50,Pear Shape,L,Dusky,saree,relaxed,linen,pastel,Minimal Luxury,"A soft cotton saree in pastel shades that drapes effortlessly and highlights natural grace, offering a calm and elegant daytime style. Tailored with a relaxed fit in linen fabric and a pastel palette for Casual luxury occasions. Fits Pear Shape shapes, complements Dusky skin tones, and comes in sizes L. Age guidance: 36-50 years.",,0.1,"Full-body portrait of an Indian female, natural and realistic, head to toe, no other person in the background, wearing: A soft cotton saree in pastel shades that drapes effortlessly and highlights natural grace, offering a calm and elegant daytime style. Tailored with a relaxed fit in linen fabric and a pastel palette for Casual luxury occasions. Fits Pear Shape shapes, complements Dusky skin tones, and comes in sizes L. Age guidance: 36-50 years. Background: lush monsoon garden with stone path."
imgA_001,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719913/training_image/image1.png,Formal,13-17,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Flattering,Cotton blend,Pastel,Elegant,Good quality formal outfit for Indian female in age group 13-17.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 13-17. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Chiffon. Background: suitable formal setting."
imgA_002,https://res.cloudinary.com/dgbmqarp0/image/upload/v1768719910/training_image/image2.png,Formal,18-25,"rectangle,pear,hourglass,apple","S,M,L","light,medium,dusky",Blazer set,Flattering,Cotton blend,Pastel,Elegant,Good quality formal outfit for Indian female in age group 18-25.,good,0.9,"Full-body portrait of an Indian female, natural and realistic, head to toe. Occasion: Formal. Age: 18-25. Skin tone: light. Body shape: rectangle. Size: M. Outfit: Blazer set. Fabric: Cotton blend. Background: suitable formal setting."
